CBA_ID,UNION_ID,PSIC,REGION,EBU_YEAR_REG,SCOPE,TYPE,EMPLOYEES,MEMBERS,union_density,island_grp
NA,3367,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",234,234,1,Luzon
NA,3370,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING  SUPPLY",NCR,1999,RANK AND FILE,INDEPENDENT UNION,48,36,0.75,Luzon
NA,3372,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,103,52,0.5048543689320388,Luzon
NA,3375,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,30,24,0.8,Luzon
NA,3377,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,70,50,0.7142857142857143,Luzon
NA,3378,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",400,129,0.3225,Luzon
NA,3379,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",50,22,0.44,Luzon
NA,3384,TRANSPORT AND  STORAGE,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",397,266,0.6700251889168766,Luzon
NA,3385,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,27,27,1,Luzon
NA,3388,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",40,11,0.275,Luzon
NA,3391,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,60,29,0.48333333333333334,Luzon
NA,3392,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",60,60,1,Luzon
NA,3395,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",1200,307,0.25583333333333336,Luzon
NA,3396,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,30,25,0.8333333333333334,Luzon
NA,3398,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,29,29,1,Luzon
NA,3409,TRANSPORT AND  STORAGE,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",295,295,1,Luzon
NA,3411,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,60,60,1,Luzon
NA,3414,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,37,19,0.5135135135135135,Luzon
NA,3415,"WATER SUPPLY; SEWERAGE, WATE MANAGEMENT AND REMEDIATION  ACTIVITIES",NCR,1999,RANK AND FILE,LOCAL/CHAPTER,140,40,0.2857142857142857,Luzon
NA,3416,TRANSPORT AND  STORAGE,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,100,29,0.29,Luzon
NA,3417,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,1999,RANK AND FILE,INDEPENDENT UNION,500,95,0.19,Luzon
NA,3419,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,40,32,0.8,Luzon
NA,3420,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,19,15,0.7894736842105263,Luzon
NA,3421,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,INDEPENDENT UNION,20,11,0.55,Luzon
NA,3422,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,80,44,0.55,Luzon
NA,3423,TRANSPORT AND  STORAGE,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,22,22,1,Luzon
NA,3426,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,10,6,0.6,Luzon
NA,3427,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,212,122,0.5754716981132075,Luzon
NA,3428,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,25,18,0.72,Luzon
NA,3429,FINANCIAL AND INSURANCE  ACTIVITIES,NCR,1999,RANK AND FILE,INDEPENDENT UNION,39,24,0.6153846153846154,Luzon
NA,3436,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,34,20,0.5882352941176471,Luzon
NA,3438,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,65,61,0.9384615384615385,Luzon
NA,3440,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,35,27,0.7714285714285715,Luzon
NA,3441,ADMINISTRATIVE  AND SUPPORT SERVICE ACTIVITIES,NCR,1999,RANK AND FILE,INDEPENDENT UNION,68,68,1,Luzon
NA,3447,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,40,30,0.75,Luzon
NA,3451,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",237,237,1,Luzon
NA,3452,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,80,73,0.9125,Luzon
NA,3453,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,50,23,0.46,Luzon
NA,3454,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,560,560,1,Luzon
NA,3460,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",31,17,0.5483870967741935,Luzon
NA,3466,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,112,55,0.49107142857142855,Luzon
NA,3470,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,35,21,0.6,Luzon
NA,3471,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,59,24,0.4067796610169492,Luzon
NA,3475,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",53,36,0.6792452830188679,Luzon
NA,3476,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,46,34,0.7391304347826086,Luzon
NA,3477,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,110,45,0.4090909090909091,Luzon
NA,3478,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",163,94,0.5766871165644172,Luzon
NA,3481,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,50,25,0.5,Luzon
NA,3482,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",511,182,0.3561643835616438,Luzon
"0760
",3485,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,80,80,1,Luzon
NA,3498,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,INDEPENDENT UNION,50,22,0.44,Luzon
NA,3499,MANUFACTURING,NCR,1999,RANK AND FILE,INDEPENDENT,20,13,0.65,Luzon
NA,3506,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,40,26,0.65,Luzon
NA,3512,TRANSPORT AND  STORAGE,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,14,14,1,Luzon
NA,3516,TRANSPORT AND  STORAGE,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,33,30,0.9090909090909091,Luzon
NA,3517,MANUFACTURING,NCR,1999,SUPERVISORY,"INDEPENDENT
UNION",89,32,0.3595505617977528,Luzon
NA,3520,TRANSPORT AND  STORAGE,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,21,21,1,Luzon
NA,3524,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,35,20,0.5714285714285714,Luzon
NA,3526,INFORMATION AND COMMUNICATION,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,31,11,0.3548387096774194,Luzon
NA,3528,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,60,31,0.5166666666666667,Luzon
NA,3534,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,200,74,0.37,Luzon
NA,3535,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,614,529,0.8615635179153095,Luzon
"1144
",3537,OTHER SERVICES  ACTIVITIES,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",23,23,1,Luzon
NA,3543,MANUFACTURING,NCR,1999,SUPERVISORY,"INDEPENDENT
UNION",65,41,0.6307692307692307,Luzon
NA,3546,MANUFACTURING,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",800,308,0.385,Luzon
NA,3548,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,25,25,1,Luzon
NA,3550,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,75,45,0.6,Luzon
NA,3553,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,60,37,0.6166666666666667,Luzon
NA,3559,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,80,35,0.4375,Luzon
NA,3560,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,46,42,0.9130434782608695,Luzon
NA,3563,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,100,75,0.75,Luzon
NA,3566,TRANSPORT AND  STORAGE,NCR,1999,RANK AND FILE,"INDEPENDENT
UNION",300,61,0.20333333333333334,Luzon
NA,3567,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,70,43,0.6142857142857143,Luzon
NA,3568,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,42,32,0.7619047619047619,Luzon
NA,3570,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,163,104,0.6380368098159509,Luzon
NA,3573,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,105,74,0.7047619047619048,Luzon
NA,3576,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,77,77,1,Luzon
NA,3578,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,46,28,0.6086956521739131,Luzon
NA,3580,TRANSPORT AND  STORAGE,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,40,20,0.5,Luzon
NA,3583,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,78,76,0.9743589743589743,Luzon
NA,3584,FINANCIAL AND INSURANCE  ACTIVITIES,NCR,1999,RANK AND FILE,INDEPENDENT UNION,41,26,0.6341463414634146,Luzon
NA,3587,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,190,190,1,Luzon
NA,3591,MANUFACTURING,NCR,1999,RANK AND FILE,LOCAL/CHAPTER,40,29,0.725,Luzon
NA,3596,MANUFACTURING,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",110,65,0.5909090909090909,Luzon
NA,3598,OTHER SERVICES  ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,200,137,0.685,Luzon
NA,3602,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,113,40,0.35398230088495575,Luzon
NA,3603,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,100,40,0.4,Luzon
NA,3607,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,156,156,1,Luzon
NA,3608,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,46,38,0.8260869565217391,Luzon
NA,3612,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,86,26,0.3023255813953488,Luzon
NA,3613,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,180,178,0.9888888888888889,Luzon
NA,3615,REAL ESTATE  ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,67,56,0.835820896,Luzon
NA,3617,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,65,48,0.7384615384615385,Luzon
NA,3623,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,23,22,0.9565217391304348,Luzon
NA,3626,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,30,30,1,Luzon
NA,3628,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,55,27,0.4909090909090909,Luzon
NA,3631,CONSTRUCTION,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,100,29,0.29,Luzon
"0275
",3632,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,51,34,0.6666666666666666,Luzon
NA,3633,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,560,176,0.3142857142857143,Luzon
NA,3640,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,86,51,0.5930232558139535,Luzon
NA,3642,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,35,25,0.7142857142857143,Luzon
NA,3643,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,30,22,0.7333333333333333,Luzon
NA,3644,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,362,76,0.20994475138121546,Luzon
NA,3647,EDUCATION,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",360,129,0.35833333333333334,Luzon
NA,3649,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,75,46,0.6133333333333333,Luzon
NA,3653,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,80,64,0.8,Luzon
NA,3657,TRANSPORT AND  STORAGE,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",860,249,0.2895348837209302,Luzon
NA,3659,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,INDEPENDENT UNION,227,114,0.5022026431718062,Luzon
NA,3664,TRANSPORT AND  STORAGE,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,108,104,0.9629629629629629,Luzon
NA,3672,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,40,20,0.5,Luzon
NA,3676,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,140,110,0.7857142857142857,Luzon
NA,3683,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,250,75,0.3,Luzon
NA,3686,FINANCIAL AND INSURANCE  ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,32,28,0.875,Luzon
NA,3689,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,25,12,0.48,Luzon
NA,3699,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,60,32,0.5333333333333333,Luzon
NA,3702,HUMAN HEALTH AND  SOCIAL WORK ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,40,13,0.325,Luzon
NA,3703,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,25,18,0.72,Luzon
NA,3706,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,60,38,0.6333333333333333,Luzon
NA,3707,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,55,37,0.6727272727272727,Luzon
NA,3708,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,25,24,0.96,Luzon
NA,3714,TRANSPORT AND  STORAGE,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",50,50,1,Luzon
NA,3717,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,322,116,0.36024844720496896,Luzon
NA,3718,ACCOMODATION  AND FOOD SERVICE ACTIVITIES,NCR,1998,RANK AND FILE,INDEPENDENT UNION,529,109,0.2060491493383743,Luzon
NA,3720,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,200,157,0.785,Luzon
NA,3722,ACCOMODATION  AND FOOD SERVICE ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,37,22,0.5945945945945946,Luzon
NA,3725,MANUFACTURING,NCR,1998,RANK AND FILE,INDEPENDENT,250,193,0.772,Luzon
NA,3726,MANUFACTURING,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",50,50,1,Luzon
NA,3728,INFORMATION AND COMMUNICATION,NCR,1998,RANK AND FILE,INDEPENDENT UNION,74,36,0.4864864864864865,Luzon
NA,3729,INFORMATION AND COMMUNICATION,NCR,1998,RANK AND FILE,INDEPENDENT UNION,157,84,0.535031847,Luzon
NA,3731,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,25,15,0.6,Luzon
NA,3733,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,INDEPENDENT UNION,61,29,0.47540983606557374,Luzon
NA,3734,CONSTRUCTION,NCR,1998,SUPERVISORY,"INDEPENDENT
UNION",50,42,0.84,Luzon
NA,3735,CONSTRUCTION,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,100,100,1,Luzon
NA,3738,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,126,89,0.7063492063492064,Luzon
NA,3740,MANUFACTURING,NCR,1998,RANK AND FILE,AFFILIATE,126,89,0.7063492063492064,Luzon
NA,3741,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,25,22,0.88,Luzon
NA,3744,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,135,50,0.37037037037037035,Luzon
NA,3748,TRANSPORT AND  STORAGE,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,14,14,1,Luzon
NA,3750,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,26,23,0.8846153846153846,Luzon
NA,3754,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,60,30,0.5,Luzon
NA,3755,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,30,17,0.5666666666666667,Luzon
NA,3759,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,82,58,0.7073170731707317,Luzon
NA,3765,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,60,54,0.9,Luzon
NA,3766,MANUFACTURING,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",913,460,0.5038335158817087,Luzon
NA,3770,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,110,30,0.2727272727272727,Luzon
NA,3772,TRANSPORT AND  STORAGE,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",35,17,0.4857142857142857,Luzon
NA,3783,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,50,30,0.6,Luzon
NA,3784,ADMINISTRATIVE  AND SUPPORT SERVICE ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,38,26,0.6842105263157895,Luzon
NA,3785,ADMINISTRATIVE AND SUPPORT  SERVICE ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,168,83,0.49404761904761907,Luzon
NA,3786,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,150,101,0.6733333333333333,Luzon
NA,3794,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,94,53,0.5638297872340425,Luzon
NA,3795,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,30,24,0.8,Luzon
NA,3799,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,27,17,0.6296296296296297,Luzon
NA,3802,INFORMATION AND COMMUNICATION,NCR,1998,RANK AND FILE,INDEPENDENT UNION,165,52,0.3151515151515151,Luzon
NA,3803,ACCOMODATION  AND FOOD SERVICE ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,28,20,0.7142857142857143,Luzon
NA,3804,TRANSPORT AND  STORAGE,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,450,207,0.46,Luzon
NA,3814,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,27,13,0.48148148148148145,Luzon
NA,3817,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,30,19,0.6333333333333333,Luzon
NA,3819,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,500,350,0.7,Luzon
NA,3823,ADMINISTRATIVE  AND SUPPORT SERVICE ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,115,52,0.45217391304347826,Luzon
NA,3825,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,108,37,0.3425925925925926,Luzon
NA,3831,MANUFACTURING,NCR,1998,RANK AND FILE,AFFILIATE,54,47,0.8703703703703703,Luzon
NA,3834,INFORMATION AND COMMUNICATION,NCR,1998,RANK AND FILE,INDEPENDENT UNION,100,30,0.3,Luzon
NA,3840,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,300,194,0.6466666666666666,Luzon
NA,3849,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,207,126,0.6086956521739131,Luzon
NA,3851,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,200,40,0.2,Luzon
NA,3853,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,40,20,0.5,Luzon
NA,3854,MANUFACTURING,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",160,81,0.50625,Luzon
NA,3859,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,130,75,0.5769230769230769,Luzon
NA,3860,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,600,258,0.43,Luzon
NA,3862,MANUFACTURING,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",61,20,0.32786885245901637,Luzon
NA,3864,CONSTRUCTION,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,94,48,0.5106382978723404,Luzon
NA,3866,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,32,13,0.40625,Luzon
NA,3868,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,35,33,0.9428571428571428,Luzon
NA,3878,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,69,24,0.34782608695652173,Luzon
NA,3881,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,35,12,0.34285714285714286,Luzon
NA,3882,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,900,344,0.38222222222222224,Luzon
NA,3885,MANUFACTURING,NCR,1998,RANK AND FILE,INDEPENDENT,28,28,1,Luzon
"0521
",3891,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,220,220,1,Luzon
NA,3892,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,60,55,0.9166666666666666,Luzon
NA,3894,MANUFACTURING,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",54,26,0.48148148148148145,Luzon
NA,3895,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,80,68,0.85,Luzon
NA,3896,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,SUPERVISORY,LOCAL/CHAPTER,24,19,0.7916666666666666,Luzon
NA,3897,MANUFACTURING,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",450,230,0.5111111111111111,Luzon
NA,3912,MANUFACTURING,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",33,33,1,Luzon
NA,3914,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,17,17,1,Luzon
NA,3916,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,400,151,0.3775,Luzon
NA,3918,MANUFACTURING,NCR,1998,SUPERVISORY,"INDEPENDENT
UNION",10,10,1,Luzon
NA,3924,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,40,30,0.75,Luzon
NA,3925,MANUFACTURING,NCR,1998,RANK AND FILE,INDEPENDENT,19,18,0.9473684210526315,Luzon
NA,3927,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,52,52,1,Luzon
NA,3932,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,67,30,0.44776119402985076,Luzon
NA,3933,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,67,38,0.5671641791044776,Luzon
NA,3940,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,240,164,0.6833333333333333,Luzon
"0565
",3945,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,21,21,1,Luzon
NA,3946,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,100,55,0.55,Luzon
NA,3947,OTHER SERVICES  ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,96,60,0.625,Luzon
NA,3954,MANUFACTURING,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",25,23,0.92,Luzon
NA,3957,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,23,18,0.782608696,Luzon
NA,3962,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,55,35,0.6363636363636364,Luzon
NA,3971,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND  MOTORCYCLES,NCR,1998,RANK AND FILE,INDEPENDENT UNION,215,215,1,Luzon
NA,3981,MANUFACTURING,NCR,1998,RANK AND FILE,"INDEPENDENT
UNION",136,71,0.5220588235294118,Luzon
NA,3982,MANUFACTURING,NCR,1998,RANK AND FILE,INDEPENDENT,100,44,0.44,Luzon
NA,3984,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,100,33,0.33,Luzon
NA,3986,ACCOMODATION AND FOOD SERVICE  ACTIVITIES,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,1000,500,0.5,Luzon
NA,3992,MANUFACTURING,NCR,1998,RANK AND FILE,LOCAL/CHAPTER,100,65,0.65,Luzon
