CBA_ID,UNION_ID,PSIC.x,REGION,EBU_YEAR_REG,SCOPE.x,TYPE,EMPLOYEES,MEMBERS,union_density,island_grp,FILE_ID,FIRM_NAME.y,PSIC.y,UNION_NAME.y,START_DATE,END_DATE,BARGAIN_UNIT,SCOPE.y,YEAR_REG,Duration,CBA_yes,EVENT,UNIONAGE1,UNIONAGE2,TIMECBA,SCOPE_new,Type,Sector,sector_grp,Density
NA,290,OTHER SERVICES  ACTIVITIES,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",NA,20,NA,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Independent,All others,Services,NA
0833,291,MANUFACTURING,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",56,33,58.92857142857143,Luzon,0833_Philtint,"PHILTINT & COLORS SPECIALIST, INC.",MANUFACTURING,"PHILTINT & COLORS SPECIALIST, INC. WORKERS UNION",2017-01-15T00:00:00Z,2022-01-15T00:00:00Z,NA,NA,2017,5,With CBA,1,1,5,1,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
NA,292,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,40,10,25,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,293,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,2500,2500,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,High density
NA,294,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,100,25,25,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
0891,295,MANUFACTURING,NCR,2016,RANK AND FILE,INDEPENDENT UNION,NA,135,NA,Luzon,0891_Salem,"SALEM OCEANIC INDUSTRIES, CORPORATION",MANUFACTURING,UNIFIED LABOR ORGANIZATION-SALEM BED,2017-03-01T00:00:00Z,2022-02-28T00:00:00Z,NA,NA,2017,5,With CBA,1,1,5,1,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
NA,296,MANUFACTURING,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,27,8,29.629629629629626,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,Manufacturing,Industry,Low density
NA,297,TRANSPORT AND  STORAGE,NCR,2016,RANK AND FILE,LOCAL/CHAPTER,100,80,80,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Local/Chapter,All others,Services,High density
0906,298,MANUFACTURING,NCR,2016,RANK AND FILE,"INDEPENDENT
UNION",NA,121,NA,Luzon,0906_SFI Bakers,SFI FRESH BAKERS CORPORATION,MANUFACTURING,SFI FRESH BAKERS VALENZUELA LABOR UNION,2016-10-01T00:00:00Z,2021-09-30T00:00:00Z,NA,NA,2017,5,With CBA,1,1,5,1,RANK-AND-FILE,Independent,Manufacturing,Industry,NA
NA,299,MANUFACTURING,NCR,2016,RANK AND FILE,INDEPENDENT,31,31,100,Luzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No CBA,0,NA,5,5,RANK-AND-FILE,Independent,Manufacturing,Industry,High density
